Region/Country/Area,,Year,Series,Value,Footnotes
419,Latin America & the Caribbean,2015,Employment by industry: Industry (%) Female,12.259,Estimate.
419,Latin America & the Caribbean,2015,Employment by industry: Services (%) Female,80.563,Estimate.
419,Latin America & the Caribbean,2020,Employment by industry: Agriculture (%) Male and Female,13.665,Estimate.
419,Latin America & the Caribbean,2020,Employment by industry: Industry (%) Male and Female,20.278,Estimate.
419,Latin America & the Caribbean,2020,Employment by industry: Services (%) Male and Female,66.058,Estimate.
419,Latin America & the Caribbean,2020,Employment by industry: Agriculture (%) Male,18.201,Estimate.
419,Latin America & the Caribbean,2020,Employment by industry: Industry (%) Male,26.264,Estimate.
419,Latin America & the Caribbean,2020,Employment by industry: Services (%) Male,55.536,Estimate.
419,Latin America & the Caribbean,2020,Employment by industry: Agriculture (%) Female,7.139,Estimate.
419,Latin America & the Caribbean,2020,Employment by industry: Industry (%) Female,11.666,Estimate.
419,Latin America & the Caribbean,2020,Employment by industry: Services (%) Female,81.195,Estimate.
29,Caribbean,2005,Employment by industry: Agriculture (%) Male and Female,19.582,Estimate.
29,Caribbean,2005,Employment by industry: Industry (%) Male and Female,17.345,Estimate.
29,Caribbean,2005,Employment by industry: Services (%) Male and Female,63.074,Estimate.
29,Caribbean,2005,Employment by industry: Agriculture (%) Male,26.244,Estimate.
29,Caribbean,2005,Employment by industry: Industry (%) Male,22.277,Estimate.
29,Caribbean,2005,Employment by industry: Services (%) Male,51.479,Estimate.
29,Caribbean,2005,Employment by industry: Agriculture (%) Female,9.357,Estimate.
29,Caribbean,2005,Employment by industry: Industry (%) Female,9.775,Estimate.
29,Caribbean,2005,Employment by industry: Services (%) Female,80.868,Estimate.
29,Caribbean,2010,Employment by industry: Agriculture (%) Male and Female,18.297,Estimate.
29,Caribbean,2010,Employment by industry: Industry (%) Male and Female,15.54,Estimate.
29,Caribbean,2010,Employment by industry: Services (%) Male and Female,66.162,Estimate.
29,Caribbean,2010,Employment by industry: Agriculture (%) Male,25.165,Estimate.
29,Caribbean,2010,Employment by industry: Industry (%) Male,20.566,Estimate.
29,Caribbean,2010,Employment by industry: Services (%) Male,54.269,Estimate.
29,Caribbean,2010,Employment by industry: Agriculture (%) Female,8.207,Estimate.
29,Caribbean,2010,Employment by industry: Industry (%) Female,8.156,Estimate.
29,Caribbean,2010,Employment by industry: Services (%) Female,83.636,Estimate.
29,Caribbean,2015,Employment by industry: Agriculture (%) Male and Female,17.135,Estimate.
29,Caribbean,2015,Employment by industry: Industry (%) Male and Female,15.281,Estimate.
29,Caribbean,2015,Employment by industry: Services (%) Male and Female,67.584,Estimate.
29,Caribbean,2015,Employment by industry: Agriculture (%) Male,24.012,Estimate.
29,Caribbean,2015,Employment by industry: Industry (%) Male,20.587,Estimate.
29,Caribbean,2015,Employment by industry: Services (%) Male,55.401,Estimate.
29,Caribbean,2015,Employment by industry: Agriculture (%) Female,7.281,Estimate.
29,Caribbean,2015,Employment by industry: Industry (%) Female,7.68,Estimate.
29,Caribbean,2015,Employment by industry: Services (%) Female,85.039,Estimate.
29,Caribbean,2020,Employment by industry: Agriculture (%) Male and Female,16.012,Estimate.
29,Caribbean,2020,Employment by industry: Industry (%) Male and Female,15.332,Estimate.
29,Caribbean,2020,Employment by industry: Services (%) Male and Female,68.656,Estimate.
29,Caribbean,2020,Employment by industry: Agriculture (%) Male,22.76,Estimate.
29,Caribbean,2020,Employment by industry: Industry (%) Male,21.225,Estimate.
29,Caribbean,2020,Employment by industry: Services (%) Male,56.015,Estimate.
29,Caribbean,2020,Employment by industry: Agriculture (%) Female,6.575,Estimate.
29,Caribbean,2020,Employment by industry: Industry (%) Female,7.091,Estimate.
29,Caribbean,2020,Employment by industry: Services (%) Female,86.335,Estimate.
13,Central America,2005,Employment by industry: Agriculture (%) Male and Female,18.187,Estimate.
13,Central America,2005,Employment by industry: Industry (%) Male and Female,25.588,Estimate.
13,Central America,2005,Employment by industry: Services (%) Male and Female,56.225,Estimate.
13,Central America,2005,Employment by industry: Agriculture (%) Male,24.914,Estimate.
13,Central America,2005,Employment by industry: Industry (%) Male,29.101,Estimate.
13,Central America,2005,Employment by industry: Services (%) Male,45.984,Estimate.
13,Central America,2005,Employment by industry: Agriculture (%) Female,5.952,Estimate.
13,Central America,2005,Employment by industry: Industry (%) Female,19.2,Estimate.
13,Central America,2005,Employment by industry: Services (%) Female,74.848,Estimate.
13,Central America,2010,Employment by industry: Agriculture (%) Male and Female,17.546,Estimate.
13,Central America,2010,Employment by industry: Industry (%) Male and Female,23.299,Estimate.
13,Central America,2010,Employment by industry: Services (%) Male and Female,59.155,Estimate.
13,Central America,2010,Employment by industry: Agriculture (%) Male,24.649,Estimate.
13,Central America,2010,Employment by industry: Industry (%) Male,27.081,Estimate.
13,Central America,2010,Employment by industry: Services (%) Male,48.27,Estimate.
13,Central America,2010,Employment by industry: Agriculture (%) Female,5.314,Estimate.
13,Central America,2010,Employment by industry: Industry (%) Female,16.787,Estimate.
13,Central America,2010,Employment by industry: Services (%) Female,77.9,Estimate.
13,Central America,2015,Employment by industry: Agriculture (%) Male and Female,16.719,Estimate.
13,Central America,2015,Employment by industry: Industry (%) Male and Female,23.667,Estimate.
13,Central America,2015,Employment by industry: Services (%) Male and Female,59.614,Estimate.
13,Central America,2015,Employment by industry: Agriculture (%) Male,23.812,Estimate.
13,Central America,2015,Employment by industry: Industry (%) Male,27.804,Estimate.
13,Central America,2015,Employment by industry: Services (%) Male,48.384,Estimate.
13,Central America,2015,Employment by industry: Agriculture (%) Female,4.732,Estimate.
13,Central America,2015,Employment by industry: Industry (%) Female,16.675,Estimate.
13,Central America,2015,Employment by industry: Services (%) Female,78.593,Estimate.
13,Central America,2020,Employment by industry: Agriculture (%) Male and Female,16.047,Estimate.
13,Central America,2020,Employment by industry: Industry (%) Male and Female,24.153,Estimate.
13,Central America,2020,Employment by industry: Services (%) Male and Female,59.801,Estimate.
13,Central America,2020,Employment by industry: Agriculture (%) Male,22.89,Estimate.
13,Central America,2020,Employment by industry: Industry (%) Male,28.526,Estimate.
13,Central America,2020,Employment by industry: Services (%) Male,48.584,Estimate.
13,Central America,2020,Employment by industry: Agriculture (%) Female,4.624,Estimate.
13,Central America,2020,Employment by industry: Industry (%) Female,16.851,Estimate.
13,Central America,2020,Employment by industry: Services (%) Female,78.525,Estimate.
5,South America,2005,Employment by industry: Agriculture (%) Male and Female,17.808,Estimate.
5,South America,2005,Employment by industry: Industry (%) Male and Female,20.724,Estimate.
5,South America,2005,Employment by industry: Services (%) Male and Female,61.468,Estimate.
5,South America,2005,Employment by industry: Agriculture (%) Male,21.66,Estimate.
5,South America,2005,Employment by industry: Industry (%) Male,26.313,Estimate.
5,South America,2005,Employment by industry: Services (%) Male,52.027,Estimate.
5,South America,2005,Employment by industry: Agriculture (%) Female,12.185,Estimate.
5,South America,2005,Employment by industry: Industry (%) Female,12.563,Estimate.
5,South America,2005,Employment by industry: Services (%) Female,75.251,Estimate.
5,South America,2010,Employment by industry: Agriculture (%) Male and Female,14.376,Estimate.
5,South America,2010,Employment by industry: Industry (%) Male and Female,21.536,Estimate.
5,South America,2010,Employment by industry: Services (%) Male and Female,64.088,Estimate.
5,South America,2010,Employment by industry: Agriculture (%) Male,18.031,Estimate.
5,South America,2010,Employment by industry: Industry (%) Male,28.18,Estimate.
5,South America,2010,Employment by industry: Services (%) Male,53.789,Estimate.
5,South America,2010,Employment by industry: Agriculture (%) Female,9.143,Estimate.
5,South America,2010,Employment by industry: Industry (%) Female,12.022,Estimate.
5,South America,2010,Employment by industry: Services (%) Female,78.835,Estimate.
5,South America,2015,Employment by industry: Agriculture (%) Male and Female,12.517,Estimate.
5,South America,2015,Employment by industry: Industry (%) Male and Female,21.336,Estimate.
5,South America,2015,Employment by industry: Services (%) Male and Female,66.147,Estimate.
5,South America,2015,Employment by industry: Agriculture (%) Male,15.774,Estimate.
5,South America,2015,Employment by industry: Industry (%) Male,28.63,Estimate.
5,South America,2015,Employment by industry: Services (%) Male,55.596,Estimate.
5,South America,2015,Employment by industry: Agriculture (%) Female,7.985,Estimate.
5,South America,2015,Employment by industry: Industry (%) Female,11.184,Estimate.
5,South America,2015,Employment by industry: Services (%) Female,80.831,Estimate.
5,South America,2020,Employment by industry: Agriculture (%) Male and Female,12.512,Estimate.
5,South America,2020,Employment by industry: Industry (%) Male and Female,19.19,Estimate.
5,South America,2020,Employment by industry: Services (%) Male and Female,68.298,Estimate.
5,South America,2020,Employment by industry: Agriculture (%) Male,15.776,Estimate.
5,South America,2020,Employment by industry: Industry (%) Male,25.751,Estimate.
5,South America,2020,Employment by industry: Services (%) Male,58.473,Estimate.
5,South America,2020,Employment by industry: Agriculture (%) Female,8.068,Estimate.
5,South America,2020,Employment by industry: Industry (%) Female,10.257,Estimate.
5,South America,2020,Employment by industry: Services (%) Female,81.674,Estimate.
143,Central Asia,2005,Employment by industry: Agriculture (%) Male and Female,35.835,Estimate.
143,Central Asia,2005,Employment by industry: Industry (%) Male and Female,21.54,Estimate.
143,Central Asia,2005,Employment by industry: Services (%) Male and Female,42.624,Estimate.
143,Central Asia,2005,Employment by industry: Agriculture (%) Male,35.551,Estimate.
143,Central Asia,2005,Employment by industry: Industry (%) Male,27.15,Estimate.
143,Central Asia,2005,Employment by industry: Services (%) Male,37.299,Estimate.
143,Central Asia,2005,Employment by industry: Agriculture (%) Female,36.203,Estimate.
143,Central Asia,2005,Employment by industry: Industry (%) Female,14.296,Estimate.
143,Central Asia,2005,Employment by industry: Services (%) Female,49.502,Estimate.
143,Central Asia,2010,Employment by industry: Agriculture (%) Male and Female,31.227,Estimate.
143,Central Asia,2010,Employment by industry: Industry (%) Male and Female,23.434,Estimate.
143,Central Asia,2010,Employment by industry: Services (%) Male and Female,45.339,Estimate.
143,Central Asia,2010,Employment by industry: Agriculture (%) Male,30.774,Estimate.
143,Central Asia,2010,Employment by industry: Industry (%) Male,29.932,Estimate.
143,Central Asia,2010,Employment by industry: Services (%) Male,39.294,Estimate.
143,Central Asia,2010,Employment by industry: Agriculture (%) Female,31.821,Estimate.
143,Central Asia,2010,Employment by industry: Industry (%) Female,14.917,Estimate.
143,Central Asia,2010,Employment by industry: Services (%) Female,53.261,Estimate.
143,Central Asia,2015,Employment by industry: Agriculture (%) Male and Female,25.408,Estimate.
143,Central Asia,2015,Employment by industry: Industry (%) Male and Female,25.304,Estimate.
143,Central Asia,2015,Employment by industry: Services (%) Male and Female,49.288,Estimate.
143,Central Asia,2015,Employment by industry: Agriculture (%) Male,24.833,Estimate.
143,Central Asia,2015,Employment by industry: Industry (%) Male,32.845,Estimate.
143,Central Asia,2015,Employment by industry: Services (%) Male,42.322,Estimate.
143,Central Asia,2015,Employment by industry: Agriculture (%) Female,26.169,Estimate.
143,Central Asia,2015,Employment by industry: Industry (%) Female,15.325,Estimate.
143,Central Asia,2015,Employment by industry: Services (%) Female,58.506,Estimate.
143,Central Asia,2020,Employment by industry: Agriculture (%) Male and Female,22.044,Estimate.
143,Central Asia,2020,Employment by industry: Industry (%) Male and Female,26.875,Estimate.
143,Central Asia,2020,Employment by industry: Services (%) Male and Female,51.081,Estimate.
143,Central Asia,2020,Employment by industry: Agriculture (%) Male,21.861,Estimate.
143,Central Asia,2020,Employment by industry: Industry (%) Male,34.666,Estimate.
143,Central Asia,2020,Employment by industry: Services (%) Male,43.473,Estimate.
143,Central Asia,2020,Employment by industry: Agriculture (%) Female,22.292,Estimate.
143,Central Asia,2020,Employment by industry: Industry (%) Female,16.293,Estimate.
143,Central Asia,2020,Employment by industry: Services (%) Female,61.415,Estimate.
30,Eastern Asia,2005,Employment by industry: Agriculture (%) Male and Female,40.297,Estimate.
30,Eastern Asia,2005,Employment by industry: Industry (%) Male and Female,24.199,Estimate.
30,Eastern Asia,2005,Employment by industry: Services (%) Male and Female,35.503,Estimate.
