Region/Country/Area		Year	Series	Value	Footnotes	Source
202	Sub-Saharan Africa	2015	Employment by industry: Services (%) Female	37.712	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
202	Sub-Saharan Africa	2020	Employment by industry: Agriculture (%) Male and Female	52.622	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
202	Sub-Saharan Africa	2020	Employment by industry: Industry (%) Male and Female	11.221	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
202	Sub-Saharan Africa	2020	Employment by industry: Services (%) Male and Female	36.157	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
202	Sub-Saharan Africa	2020	Employment by industry: Agriculture (%) Male	53.24	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
202	Sub-Saharan Africa	2020	Employment by industry: Industry (%) Male	14.021	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
202	Sub-Saharan Africa	2020	Employment by industry: Services (%) Male	32.739	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
202	Sub-Saharan Africa	2020	Employment by industry: Agriculture (%) Female	51.918	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
202	Sub-Saharan Africa	2020	Employment by industry: Industry (%) Female	8.033	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
202	Sub-Saharan Africa	2020	Employment by industry: Services (%) Female	40.049	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2005	Employment by industry: Agriculture (%) Male and Female	73.184	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2005	Employment by industry: Industry (%) Male and Female	6.775	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2005	Employment by industry: Services (%) Male and Female	20.041	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2005	Employment by industry: Agriculture (%) Male	70.312	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2005	Employment by industry: Industry (%) Male	8.614	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2005	Employment by industry: Services (%) Male	21.074	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2005	Employment by industry: Agriculture (%) Female	76.33	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2005	Employment by industry: Industry (%) Female	4.76	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2005	Employment by industry: Services (%) Female	18.91	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2010	Employment by industry: Agriculture (%) Male and Female	69.672	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2010	Employment by industry: Industry (%) Male and Female	7.449	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2010	Employment by industry: Services (%) Male and Female	22.879	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2010	Employment by industry: Agriculture (%) Male	67.399	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2010	Employment by industry: Industry (%) Male	9.617	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2010	Employment by industry: Services (%) Male	22.984	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2010	Employment by industry: Agriculture (%) Female	72.164	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2010	Employment by industry: Industry (%) Female	5.072	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2010	Employment by industry: Services (%) Female	22.764	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2015	Employment by industry: Agriculture (%) Male and Female	66.218	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2015	Employment by industry: Industry (%) Male and Female	8.148	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2015	Employment by industry: Services (%) Male and Female	25.634	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2015	Employment by industry: Agriculture (%) Male	64.949	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2015	Employment by industry: Industry (%) Male	10.688	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2015	Employment by industry: Services (%) Male	24.363	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2015	Employment by industry: Agriculture (%) Female	67.614	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2015	Employment by industry: Industry (%) Female	5.354	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2015	Employment by industry: Services (%) Female	27.032	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2020	Employment by industry: Agriculture (%) Male and Female	63.691	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2020	Employment by industry: Industry (%) Male and Female	8.679	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2020	Employment by industry: Services (%) Male and Female	27.629	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2020	Employment by industry: Agriculture (%) Male	62.985	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2020	Employment by industry: Industry (%) Male	11.562	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2020	Employment by industry: Services (%) Male	25.453	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2020	Employment by industry: Agriculture (%) Female	64.461	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
14	Eastern Africa	2020	Employment by industry: Industry (%) Female	5.537	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
